strain	accession	type	subtype	year	database	wic_role	virus_measurement_count	reference_measurement_count	base_strain	lookup_strain	gisaid_query_strain	decorated_name	match_type	matched_existing_strain	autofilled	repo_match_type	repo_header	repo_strain	repo_matched	repo_aa_length	gisaid_match_type	gisaid_header	gisaid_matched_strain	gisaid_matched	gisaid_aa_length	total_measurement_count	public_lookup_strain	public_status	public_matched_title	public_matched_ha_record	public_note	public_aa_length	gisaid_selected_isolate_id	gisaid_selected_passage	gisaid_selected_lab	gisaid_selection_reason	gisaid_selection_review_flag
A/MADAGASCAR/2676/2014	EPI_ISL_171752	A	H3N2	2014.0	GISAID	virus_only	10	0	A/MADAGASCAR/2676/2014	A/MADAGASCAR/2676/2014	A/MADAGASCAR/2676/2014	False			False				False		canonical_isolate_id	EPI_ISL_171752|A/Madagascar/2676/2014|2014-09-23|MDCK2/SIAT1|2014-09-23|Institut_Pasteur_de_Madagascar	A/MADAGASCAR/2676/2014	True	566	10	A/MADAGASCAR/2676/2014						EPI_ISL_171752	MDCK2/SIAT1	Institut_Pasteur_de_Madagascar	single_isolate_id	False
A/MADAGASCAR/2679/2014		A	H3N2	2014.0		virus_only	11	0	A/MADAGASCAR/2679/2014	A/MADAGASCAR/2679/2014	A/MADAGASCAR/2679/2014	False			False				False					False		11	A/MADAGASCAR/2679/2014	no_public_match									False
A/MADAGASCAR/26810/1996		A	H3N2	1996.0		virus_only	6	0	A/MADAGASCAR/26810/1996	A/MADAGASCAR/26810/1996	A/MADAGASCAR/26810/1996	False			False				False					False		6	A/MADAGASCAR/26810/1996	no_public_match									False
A/MADAGASCAR/269/2014	EPI_ISL_179362	A	H3N2	2014.0	GISAID	virus_only	11	0	A/MADAGASCAR/269/2014	A/MADAGASCAR/269/2014	A/MADAGASCAR/269/2014	False			False				False		canonical_isolate_id	EPI_ISL_179362|A/Madagascar/269/2014|2014-01-27|SIAT1|2014-01-27|Institut_Pasteur_de_Madagascar	A/MADAGASCAR/269/2014	True	566	11	A/MADAGASCAR/269/2014						EPI_ISL_179362	SIAT1	Institut_Pasteur_de_Madagascar	single_isolate_id	False
A/MADAGASCAR/2690/2006		A	H3N2	2006.0		virus_only	9	0	A/MADAGASCAR/2690/2006	A/MADAGASCAR/2690/2006	A/MADAGASCAR/2690/2006	False			False				False					False		9	A/MADAGASCAR/2690/2006	no_public_match									False
A/MADAGASCAR/2694/2006	EPI_ISL_20367	A	H3N2	2006.0	GISAID	virus_only	9	0	A/MADAGASCAR/2694/2006	A/MADAGASCAR/2694/2006	A/MADAGASCAR/2694/2006	False			False				False		canonical_isolate_id	EPI_ISL_20367|A/Madagascar/2694/2006|2006-11-14|C1/C1|2006-11-14|	A/MADAGASCAR/2694/2006	True	566	9	A/MADAGASCAR/2694/2006						EPI_ISL_20367	C1/C1		single_isolate_id	False
A/MADAGASCAR/2698/2006	A_MADAGASCAR_2698_2006	A	H3N2	2006.0	PAPER_REPO_HA1	virus_only	9	0	A/MADAGASCAR/2698/2006	A/MADAGASCAR/2698/2006	A/MADAGASCAR/2698/2006	False			False	repo_exact	A_MADAGASCAR_2698_2006	A/MADAGASCAR/2698/2006	True	328.0				False		9	A/MADAGASCAR/2698/2006										False
A/MADAGASCAR/2699/2006	EPI_ISL_20368	A	H3N2	2006.0	GISAID	virus_only	9	0	A/MADAGASCAR/2699/2006	A/MADAGASCAR/2699/2006	A/MADAGASCAR/2699/2006	False			False				False		canonical_isolate_id	EPI_ISL_20368|A/Madagascar/2699/2006|2006-11-14|C1/C1|2006-11-14|	A/MADAGASCAR/2699/2006	True	566	9	A/MADAGASCAR/2699/2006						EPI_ISL_20368	C1/C1		single_isolate_id	False
A/MADAGASCAR/2700/2006		A	H3N2	2006.0		virus_only	9	0	A/MADAGASCAR/2700/2006	A/MADAGASCAR/2700/2006	A/MADAGASCAR/2700/2006	False			False				False					False		9	A/MADAGASCAR/2700/2006	no_public_match									False
A/MADAGASCAR/27029/1996		A	H3N2	1996.0		virus_only	11	0	A/MADAGASCAR/27029/1996	A/MADAGASCAR/27029/1996	A/MADAGASCAR/27029/1996	False			False				False					False		11	A/MADAGASCAR/27029/1996	no_public_match									False
A/MADAGASCAR/2714/2014	EPI_ISL_171753	A	H3N2	2014.0	GISAID	virus_only	10	0	A/MADAGASCAR/2714/2014	A/MADAGASCAR/2714/2014	A/MADAGASCAR/2714/2014	False			False				False		canonical_isolate_id	EPI_ISL_171753|A/Madagascar/2714/2014|2014-09-23|MDCK2/SIAT1|2014-09-23|Institut_Pasteur_de_Madagascar	A/MADAGASCAR/2714/2014	True	566	10	A/MADAGASCAR/2714/2014						EPI_ISL_171753	MDCK2/SIAT1	Institut_Pasteur_de_Madagascar	single_isolate_id	False
A/MADAGASCAR/27190/1996		A	H3N2	1996.0		virus_only	6	0	A/MADAGASCAR/27190/1996	A/MADAGASCAR/27190/1996	A/MADAGASCAR/27190/1996	False			False				False					False		6	A/MADAGASCAR/27190/1996	no_public_match									False
A/MADAGASCAR/2730/2014		A	H3N2	2014.0		virus_only	11	0	A/MADAGASCAR/2730/2014	A/MADAGASCAR/2730/2014	A/MADAGASCAR/2730/2014	False			False				False					False		11	A/MADAGASCAR/2730/2014	no_public_match									False
A/MADAGASCAR/2735/2014	EPI_ISL_171754	A	H3N2	2014.0	GISAID	virus_only	10	0	A/MADAGASCAR/2735/2014	A/MADAGASCAR/2735/2014	A/MADAGASCAR/2735/2014	False			False				False		canonical_isolate_id	EPI_ISL_171754|A/Madagascar/2735/2014|2014-09-29|MDCK2/SIAT1|2014-09-29|Institut_Pasteur_de_Madagascar	A/MADAGASCAR/2735/2014	True	566	10	A/MADAGASCAR/2735/2014						EPI_ISL_171754	MDCK2/SIAT1	Institut_Pasteur_de_Madagascar	single_isolate_id	False
A/MADAGASCAR/2739/2014	EPI_ISL_171755	A	H3N2	2014.0	GISAID	virus_only	10	0	A/MADAGASCAR/2739/2014	A/MADAGASCAR/2739/2014	A/MADAGASCAR/2739/2014	False			False				False		canonical_isolate_id	EPI_ISL_171755|A/Madagascar/2739/2014|2014-09-30|MDCK1/SIAT1|2014-09-30|Institut_Pasteur_de_Madagascar	A/MADAGASCAR/2739/2014	True	566	10	A/MADAGASCAR/2739/2014						EPI_ISL_171755	MDCK1/SIAT1	Institut_Pasteur_de_Madagascar	single_isolate_id	False
A/MADAGASCAR/2742/2014		A	H3N2	2014.0		virus_only	10	0	A/MADAGASCAR/2742/2014	A/MADAGASCAR/2742/2014	A/MADAGASCAR/2742/2014	False			False				False					False		10	A/MADAGASCAR/2742/2014	no_public_match									False
A/MADAGASCAR/2761/2006	A_MADAGASCAR_2761_2006	A	H3N2	2006.0	PAPER_REPO_HA1	virus_only	9	0	A/MADAGASCAR/2761/2006	A/MADAGASCAR/2761/2006	A/MADAGASCAR/2761/2006	False			False	repo_exact	A_MADAGASCAR_2761_2006	A/MADAGASCAR/2761/2006	True	328.0				False		9	A/MADAGASCAR/2761/2006										False
A/MADAGASCAR/27680/1997		A	H3N2	1997.0		virus_only	6	0	A/MADAGASCAR/27680/1997	A/MADAGASCAR/27680/1997	A/MADAGASCAR/27680/1997	False			False				False					False		6	A/MADAGASCAR/27680/1997	no_public_match									False
A/MADAGASCAR/27681/1997		A	H3N2	1997.0		virus_only	6	0	A/MADAGASCAR/27681/1997	A/MADAGASCAR/27681/1997	A/MADAGASCAR/27681/1997	False			False				False					False		6	A/MADAGASCAR/27681/1997	no_public_match									False
A/MADAGASCAR/3069/2014	EPI_ISL_171756	A	H3N2	2014.0	GISAID	virus_only	10	0	A/MADAGASCAR/3069/2014	A/MADAGASCAR/3069/2014	A/MADAGASCAR/3069/2014	False			False				False		canonical_isolate_id	EPI_ISL_171756|A/Madagascar/3069/2014|2014-10-22|MDCK2/SIAT1|2014-10-22|Institut_Pasteur_de_Madagascar	A/MADAGASCAR/3069/2014	True	566	10	A/MADAGASCAR/3069/2014						EPI_ISL_171756	MDCK2/SIAT1	Institut_Pasteur_de_Madagascar	single_isolate_id	False
A/MADAGASCAR/3226/2008		A	H3N2	2008.0		virus_only	19	0	A/MADAGASCAR/3226/2008	A/MADAGASCAR/3226/2008	A/MADAGASCAR/3226/2008	False			False				False					False		19	A/MADAGASCAR/3226/2008	no_public_match									False
A/MADAGASCAR/3228/2008		A	H3N2	2008.0		virus_only	19	0	A/MADAGASCAR/3228/2008	A/MADAGASCAR/3228/2008	A/MADAGASCAR/3228/2008	False			False				False					False		19	A/MADAGASCAR/3228/2008	no_public_match									False
A/MADAGASCAR/3299/2011	A_MADAGASCAR_3299_2011	A	H3N2	2011.0	PAPER_REPO_HA1	virus_only	10	0	A/MADAGASCAR/3299/2011	A/MADAGASCAR/3299/2011	A/MADAGASCAR/3299/2011	False			False	repo_exact	A_MADAGASCAR_3299_2011	A/MADAGASCAR/3299/2011	True	328.0				False		10	A/MADAGASCAR/3299/2011										False
A/MADAGASCAR/3439/2008		A	H3N2	2008.0		virus_only	8	0	A/MADAGASCAR/3439/2008	A/MADAGASCAR/3439/2008	A/MADAGASCAR/3439/2008	False			False				False					False		8	A/MADAGASCAR/3439/2008	no_public_match									False
A/MADAGASCAR/3440/2008		A	H3N2	2008.0		virus_only	8	0	A/MADAGASCAR/3440/2008	A/MADAGASCAR/3440/2008	A/MADAGASCAR/3440/2008	False			False				False					False		8	A/MADAGASCAR/3440/2008	no_public_match									False
A/MADAGASCAR/3532/2009		A	H3N2	2009.0		virus_only	11	0	A/MADAGASCAR/3532/2009	A/MADAGASCAR/3532/2009	A/MADAGASCAR/3532/2009	False			False				False					False		11	A/MADAGASCAR/3532/2009	no_public_match									False
A/MADAGASCAR/3534/2009		A	H3N2	2009.0		virus_only	8	0	A/MADAGASCAR/3534/2009	A/MADAGASCAR/3534/2009	A/MADAGASCAR/3534/2009	False			False				False					False		8	A/MADAGASCAR/3534/2009	no_public_match									False
A/MADAGASCAR/3563/2009		A	H3N2	2009.0		virus_only	9	0	A/MADAGASCAR/3563/2009	A/MADAGASCAR/3563/2009	A/MADAGASCAR/3563/2009	False			False				False					False		9	A/MADAGASCAR/3563/2009	no_public_match									False
A/MADAGASCAR/357/2006		A	H3N2	2006.0		virus_only	10	0	A/MADAGASCAR/357/2006	A/MADAGASCAR/357/2006	A/MADAGASCAR/357/2006	False			False				False					False		10	A/MADAGASCAR/357/2006	no_public_match									False
A/MADAGASCAR/3612/2009		A	H3N2	2009.0		virus_only	9	0	A/MADAGASCAR/3612/2009	A/MADAGASCAR/3612/2009	A/MADAGASCAR/3612/2009	False			False				False					False		9	A/MADAGASCAR/3612/2009	no_public_match									False
A/MADAGASCAR/3615/2009	EPI_ISL_60034	A	H3N2	2009.0	GISAID	virus_only	9	0	A/MADAGASCAR/3615/2009	A/MADAGASCAR/3615/2009	A/MADAGASCAR/3615/2009	False			False				False		canonical_isolate_id	EPI_ISL_60034|A/Madagascar/3615/2009|2009-04-21|MDCK1,Siat1|2009-04-21|Institut_Pasteur_de_Madagascar	A/MADAGASCAR/3615/2009	True	353	9	A/MADAGASCAR/3615/2009						EPI_ISL_60034	MDCK1,Siat1	Institut_Pasteur_de_Madagascar	single_isolate_id	False
A/MADAGASCAR/382/2006		A	H3N2	2006.0		virus_only	10	0	A/MADAGASCAR/382/2006	A/MADAGASCAR/382/2006	A/MADAGASCAR/382/2006	False			False				False					False		10	A/MADAGASCAR/382/2006	no_public_match									False
A/MADAGASCAR/3903/2008		A	H3N2	2008.0		virus_only	8	0	A/MADAGASCAR/3903/2008	A/MADAGASCAR/3903/2008	A/MADAGASCAR/3903/2008	False			False				False					False		8	A/MADAGASCAR/3903/2008	no_public_match									False
A/MADAGASCAR/4007/2009		A	H3N2	2009.0		virus_only	19	0	A/MADAGASCAR/4007/2009	A/MADAGASCAR/4007/2009	A/MADAGASCAR/4007/2009	False			False				False					False		19	A/MADAGASCAR/4007/2009	no_public_match									False
A/MADAGASCAR/4010/2009		A	H3N2	2009.0		virus_only	11	0	A/MADAGASCAR/4010/2009	A/MADAGASCAR/4010/2009	A/MADAGASCAR/4010/2009	False			False				False					False		11	A/MADAGASCAR/4010/2009	no_public_match									False
A/MADAGASCAR/412/2006		A	H3N2	2006.0		virus_only	10	0	A/MADAGASCAR/412/2006	A/MADAGASCAR/412/2006	A/MADAGASCAR/412/2006	False			False				False					False		10	A/MADAGASCAR/412/2006	no_public_match									False
A/MADAGASCAR/424/2009	EPI_ISL_60035	A	H3N2	2009.0	GISAID	virus_only	9	0	A/MADAGASCAR/424/2009	A/MADAGASCAR/424/2009	A/MADAGASCAR/424/2009	False			False				False		canonical_isolate_id	EPI_ISL_60035|A/Madagascar/424/2009|2009-02-12|MDCK2|2009-02-12|Institut_Pasteur_de_Madagascar	A/MADAGASCAR/424/2009	True	334	9	A/MADAGASCAR/424/2009						EPI_ISL_60035	MDCK2	Institut_Pasteur_de_Madagascar	single_isolate_id	False
A/MADAGASCAR/4286/2009	EPI_ISL_60036	A	H3N2	2009.0	GISAID	virus_only	19	0	A/MADAGASCAR/4286/2009	A/MADAGASCAR/4286/2009	A/MADAGASCAR/4286/2009	False			False				False		canonical_isolate_id	EPI_ISL_60036|A/Madagascar/4286/2009|2009-06-02|MDCK1,Siat1|2009-06-02|Institut_Pasteur_de_Madagascar	A/MADAGASCAR/4286/2009	True	347	19	A/MADAGASCAR/4286/2009						EPI_ISL_60036	MDCK1,Siat1	Institut_Pasteur_de_Madagascar	single_isolate_id	False
A/MADAGASCAR/4287/2009		A	H3N2	2009.0		virus_only	11	0	A/MADAGASCAR/4287/2009	A/MADAGASCAR/4287/2009	A/MADAGASCAR/4287/2009	False			False				False					False		11	A/MADAGASCAR/4287/2009	no_public_match									False
A/MADAGASCAR/431/2006		A	H3N2	2006.0		virus_only	10	0	A/MADAGASCAR/431/2006	A/MADAGASCAR/431/2006	A/MADAGASCAR/431/2006	False			False				False					False		10	A/MADAGASCAR/431/2006	no_public_match									False
A/MADAGASCAR/431/2014		A	H3N2	2014.0		virus_only	11	0	A/MADAGASCAR/431/2014	A/MADAGASCAR/431/2014	A/MADAGASCAR/431/2014	False			False				False					False		11	A/MADAGASCAR/431/2014	no_public_match									False
A/MADAGASCAR/432/2006		A	H3N2	2006.0		virus_only	10	0	A/MADAGASCAR/432/2006	A/MADAGASCAR/432/2006	A/MADAGASCAR/432/2006	False			False				False					False		10	A/MADAGASCAR/432/2006	no_public_match									False
A/MADAGASCAR/435/2006		A	H3N2	2006.0		virus_only	10	0	A/MADAGASCAR/435/2006	A/MADAGASCAR/435/2006	A/MADAGASCAR/435/2006	False			False				False					False		10	A/MADAGASCAR/435/2006	no_public_match									False
A/MADAGASCAR/438/2006		A	H3N2	2006.0		virus_only	10	0	A/MADAGASCAR/438/2006	A/MADAGASCAR/438/2006	A/MADAGASCAR/438/2006	False			False				False					False		10	A/MADAGASCAR/438/2006	no_public_match									False
A/MADAGASCAR/453/2009	EPI_ISL_61700	A	H3N2	2009.0	GISAID	virus_only	9	0	A/MADAGASCAR/453/2009	A/MADAGASCAR/453/2009	A/MADAGASCAR/453/2009	False			False				False		canonical_isolate_id	EPI_ISL_61700|A/Madagascar/453/2009|2009-02-11|MDCK3,_Siat1|2009-02-11|Institut_Pasteur_de_Madagascar	A/MADAGASCAR/453/2009	True	566	9	A/MADAGASCAR/453/2009						EPI_ISL_61700	MDCK3,_Siat1	Institut_Pasteur_de_Madagascar	single_isolate_id	False
A/MADAGASCAR/460/2014		A	H3N2	2014.0		virus_only	11	0	A/MADAGASCAR/460/2014	A/MADAGASCAR/460/2014	A/MADAGASCAR/460/2014	False			False				False					False		11	A/MADAGASCAR/460/2014	no_public_match									False
A/MADAGASCAR/4667/2008		A	H3N2	2008.0		virus_only	8	0	A/MADAGASCAR/4667/2008	A/MADAGASCAR/4667/2008	A/MADAGASCAR/4667/2008	False			False				False					False		8	A/MADAGASCAR/4667/2008	no_public_match									False
A/MADAGASCAR/469/2006		A	H3N2	2006.0		virus_only	10	0	A/MADAGASCAR/469/2006	A/MADAGASCAR/469/2006	A/MADAGASCAR/469/2006	False			False				False					False		10	A/MADAGASCAR/469/2006	no_public_match									False
A/MADAGASCAR/4695/2009	A_MADAGASCAR_4695_2009	A	H3N2	2009.0	PAPER_REPO_HA1	virus_only	9	0	A/MADAGASCAR/4695/2009	A/MADAGASCAR/4695/2009	A/MADAGASCAR/4695/2009	False			False	repo_exact	A_MADAGASCAR_4695_2009	A/MADAGASCAR/4695/2009	True	328.0				False		9	A/MADAGASCAR/4695/2009										False
A/MADAGASCAR/471/2006		A	H3N2	2006.0		virus_only	10	0	A/MADAGASCAR/471/2006	A/MADAGASCAR/471/2006	A/MADAGASCAR/471/2006	False			False				False					False		10	A/MADAGASCAR/471/2006	no_public_match									False
A/MADAGASCAR/473/1993		A	H3N2	1993.0		virus_only	6	0	A/MADAGASCAR/473/1993	A/MADAGASCAR/473/1993	A/MADAGASCAR/473/1993	False			False				False					False		6	A/MADAGASCAR/473/1993	no_public_match									False
A/MADAGASCAR/493/2014	EPI_ISL_179363	A	H3N2	2014.0	GISAID	virus_only	11	0	A/MADAGASCAR/493/2014	A/MADAGASCAR/493/2014	A/MADAGASCAR/493/2014	False			False				False		canonical_isolate_id	EPI_ISL_179363|A/Madagascar/493/2014|2014-02-18|SIAT1|2014-02-18|Institut_Pasteur_de_Madagascar	A/MADAGASCAR/493/2014	True	566	11	A/MADAGASCAR/493/2014						EPI_ISL_179363	SIAT1	Institut_Pasteur_de_Madagascar	single_isolate_id	False
A/MADAGASCAR/5007/2009	A_MADAGASCAR_5007_2009	A	H3N2	2009.0	PAPER_REPO_HA1	virus_only	9	0	A/MADAGASCAR/5007/2009	A/MADAGASCAR/5007/2009	A/MADAGASCAR/5007/2009	False			False	repo_exact	A_MADAGASCAR_5007_2009	A/MADAGASCAR/5007/2009	True	328.0				False		9	A/MADAGASCAR/5007/2009										False
A/MADAGASCAR/5642/2009	A_MADAGASCAR_5642_2009	A	H3N2	2009.0	PAPER_REPO_HA1	virus_only	9	0	A/MADAGASCAR/5642/2009	A/MADAGASCAR/5642/2009	A/MADAGASCAR/5642/2009	False			False	repo_exact	A_MADAGASCAR_5642_2009	A/MADAGASCAR/5642/2009	True	328.0				False		9	A/MADAGASCAR/5642/2009										False
A/MADAGASCAR/582/2014		A	H3N2	2014.0		virus_only	11	0	A/MADAGASCAR/582/2014	A/MADAGASCAR/582/2014	A/MADAGASCAR/582/2014	False			False				False					False		11	A/MADAGASCAR/582/2014	no_public_match									False
A/MADAGASCAR/5847/2009	A_MADAGASCAR_5847_2009	A	H3N2	2009.0	PAPER_REPO_HA1	virus_only	9	0	A/MADAGASCAR/5847/2009	A/MADAGASCAR/5847/2009	A/MADAGASCAR/5847/2009	False			False	repo_exact	A_MADAGASCAR_5847_2009	A/MADAGASCAR/5847/2009	True	328.0				False		9	A/MADAGASCAR/5847/2009										False
A/MADAGASCAR/59/2006		A	H3N2	2006.0		virus_only	10	0	A/MADAGASCAR/59/2006	A/MADAGASCAR/59/2006	A/MADAGASCAR/59/2006	False			False				False					False		10	A/MADAGASCAR/59/2006	no_public_match									False
A/MADAGASCAR/5927/2008		A	H3N2	2008.0		virus_only	8	0	A/MADAGASCAR/5927/2008	A/MADAGASCAR/5927/2008	A/MADAGASCAR/5927/2008	False			False				False					False		8	A/MADAGASCAR/5927/2008	no_public_match									False
A/MADAGASCAR/6071/2009	A_MADAGASCAR_6071_2009	A	H3N2	2009.0	PAPER_REPO_HA1	virus_only	9	0	A/MADAGASCAR/6071/2009	A/MADAGASCAR/6071/2009	A/MADAGASCAR/6071/2009	False			False	repo_exact	A_MADAGASCAR_6071_2009	A/MADAGASCAR/6071/2009	True	328.0				False		9	A/MADAGASCAR/6071/2009										False
A/MADAGASCAR/61788/2001		A	H3N2	2001.0		virus_only	6	0	A/MADAGASCAR/61788/2001	A/MADAGASCAR/61788/2001	A/MADAGASCAR/61788/2001	False			False				False					False		6	A/MADAGASCAR/61788/2001	no_public_match									False
A/MADAGASCAR/61789/2001		A	H3N2	2001.0		virus_only	6	0	A/MADAGASCAR/61789/2001	A/MADAGASCAR/61789/2001	A/MADAGASCAR/61789/2001	False			False				False					False		6	A/MADAGASCAR/61789/2001	no_public_match									False
A/MADAGASCAR/62270/2001		A	H3N2	2001.0		virus_only	12	0	A/MADAGASCAR/62270/2001	A/MADAGASCAR/62270/2001	A/MADAGASCAR/62270/2001	False			False				False					False		12	A/MADAGASCAR/62270/2001	no_public_match									False
A/MADAGASCAR/62411/2001		A	H3N2	2001.0		virus_only	6	0	A/MADAGASCAR/62411/2001	A/MADAGASCAR/62411/2001	A/MADAGASCAR/62411/2001	False			False				False					False		6	A/MADAGASCAR/62411/2001	no_public_match									False
A/MADAGASCAR/62645/2001	A_MADAGASCAR_62645_2001	A	H3N2	2001.0	PAPER_REPO_HA1	virus_only	6	0	A/MADAGASCAR/62645/2001	A/MADAGASCAR/62645/2001	A/MADAGASCAR/62645/2001	False			False	repo_exact	A_MADAGASCAR_62645_2001	A/MADAGASCAR/62645/2001	True	328.0				False		6	A/MADAGASCAR/62645/2001										False
A/MADAGASCAR/62648/2001		A	H3N2	2001.0		virus_only	6	0	A/MADAGASCAR/62648/2001	A/MADAGASCAR/62648/2001	A/MADAGASCAR/62648/2001	False			False				False					False		6	A/MADAGASCAR/62648/2001	no_public_match									False
A/MADAGASCAR/62651/2001		A	H3N2	2001.0		virus_only	6	0	A/MADAGASCAR/62651/2001	A/MADAGASCAR/62651/2001	A/MADAGASCAR/62651/2001	False			False				False					False		6	A/MADAGASCAR/62651/2001	no_public_match									False
A/MADAGASCAR/62827/2001		A	H3N2	2001.0		virus_only	6	0	A/MADAGASCAR/62827/2001	A/MADAGASCAR/62827/2001	A/MADAGASCAR/62827/2001	False			False				False					False		6	A/MADAGASCAR/62827/2001	no_public_match									False
A/MADAGASCAR/62886/2001		A	H3N2	2001.0		virus_only	6	0	A/MADAGASCAR/62886/2001	A/MADAGASCAR/62886/2001	A/MADAGASCAR/62886/2001	False			False				False					False		6	A/MADAGASCAR/62886/2001	no_public_match									False
A/MADAGASCAR/62897/2001		A	H3N2	2001.0		virus_only	6	0	A/MADAGASCAR/62897/2001	A/MADAGASCAR/62897/2001	A/MADAGASCAR/62897/2001	False			False				False					False		6	A/MADAGASCAR/62897/2001	no_public_match									False
A/MADAGASCAR/62899/2001		A	H3N2	2001.0		virus_only	12	0	A/MADAGASCAR/62899/2001	A/MADAGASCAR/62899/2001	A/MADAGASCAR/62899/2001	False			False				False					False		12	A/MADAGASCAR/62899/2001	no_public_match									False
A/MADAGASCAR/6339/2008		A	H3N2	2008.0		virus_only	8	0	A/MADAGASCAR/6339/2008	A/MADAGASCAR/6339/2008	A/MADAGASCAR/6339/2008	False			False				False					False		8	A/MADAGASCAR/6339/2008	no_public_match									False
A/MADAGASCAR/648/1993		A	H3N2	1993.0		virus_only	6	0	A/MADAGASCAR/648/1993	A/MADAGASCAR/648/1993	A/MADAGASCAR/648/1993	False			False				False					False		6	A/MADAGASCAR/648/1993	no_public_match									False
A/MADAGASCAR/649/1993		A	H3N2	1993.0		virus_only	6	0	A/MADAGASCAR/649/1993	A/MADAGASCAR/649/1993	A/MADAGASCAR/649/1993	False			False				False					False		6	A/MADAGASCAR/649/1993	no_public_match									False
A/MADAGASCAR/65357/2002		A	H3N2	2002.0		virus_only	7	0	A/MADAGASCAR/65357/2002	A/MADAGASCAR/65357/2002	A/MADAGASCAR/65357/2002	False			False				False					False		7	A/MADAGASCAR/65357/2002	no_public_match									False
A/MADAGASCAR/65376/2002		A	H3N2	2002.0		virus_only	7	0	A/MADAGASCAR/65376/2002	A/MADAGASCAR/65376/2002	A/MADAGASCAR/65376/2002	False			False				False					False		7	A/MADAGASCAR/65376/2002	no_public_match									False
A/MADAGASCAR/66213/2002		A	H3N2	2002.0		virus_only	10	0	A/MADAGASCAR/66213/2002	A/MADAGASCAR/66213/2002	A/MADAGASCAR/66213/2002	False			False				False					False		10	A/MADAGASCAR/66213/2002	no_public_match									False
A/MADAGASCAR/66220/2002	A_MADAGASCAR_66220_2002	A	H3N2	2002.0	PAPER_REPO_HA1	virus_only	5	0	A/MADAGASCAR/66220/2002	A/MADAGASCAR/66220/2002	A/MADAGASCAR/66220/2002	False			False	repo_exact	A_MADAGASCAR_66220_2002	A/MADAGASCAR/66220/2002	True	328.0				False		5	A/MADAGASCAR/66220/2002										False
A/MADAGASCAR/66222/2002		A	H3N2	2002.0		virus_only	5	0	A/MADAGASCAR/66222/2002	A/MADAGASCAR/66222/2002	A/MADAGASCAR/66222/2002	False			False				False					False		5	A/MADAGASCAR/66222/2002	no_public_match									False
A/MADAGASCAR/668/1993		A	H3N2	1993.0		virus_only	6	0	A/MADAGASCAR/668/1993	A/MADAGASCAR/668/1993	A/MADAGASCAR/668/1993	False			False				False					False		6	A/MADAGASCAR/668/1993	no_public_match									False
A/MADAGASCAR/672/1993		A	H3N2	1993.0		virus_only	6	0	A/MADAGASCAR/672/1993	A/MADAGASCAR/672/1993	A/MADAGASCAR/672/1993	False			False				False					False		6	A/MADAGASCAR/672/1993	no_public_match									False
A/MADAGASCAR/676/1993		A	H3N2	1993.0		virus_only	6	0	A/MADAGASCAR/676/1993	A/MADAGASCAR/676/1993	A/MADAGASCAR/676/1993	False			False				False					False		6	A/MADAGASCAR/676/1993	no_public_match									False
A/MADAGASCAR/6949/2009	A_MADAGASCAR_6949_2009	A	H3N2	2009.0	PAPER_REPO_HA1	virus_only	9	0	A/MADAGASCAR/6949/2009	A/MADAGASCAR/6949/2009	A/MADAGASCAR/6949/2009	False			False	repo_exact	A_MADAGASCAR_6949_2009	A/MADAGASCAR/6949/2009	True	328.0				False		9	A/MADAGASCAR/6949/2009										False
A/MADAGASCAR/696/1993		A	H3N2	1993.0		virus_only	6	0	A/MADAGASCAR/696/1993	A/MADAGASCAR/696/1993	A/MADAGASCAR/696/1993	False			False				False					False		6	A/MADAGASCAR/696/1993	no_public_match									False
A/MADAGASCAR/69863/2003		A	H3N2	2003.0		virus_only	8	0	A/MADAGASCAR/69863/2003	A/MADAGASCAR/69863/2003	A/MADAGASCAR/69863/2003	False			False				False					False		8	A/MADAGASCAR/69863/2003	no_public_match									False
A/MADAGASCAR/699/1993		A	H3N2	1993.0		virus_only	6	0	A/MADAGASCAR/699/1993	A/MADAGASCAR/699/1993	A/MADAGASCAR/699/1993	False			False				False					False		6	A/MADAGASCAR/699/1993	no_public_match									False
A/MADAGASCAR/7/2005		A	H3N2	2005.0		virus_only	7	0	A/MADAGASCAR/7/2005	A/MADAGASCAR/7/2005	A/MADAGASCAR/7/2005	False			False				False					False		7	A/MADAGASCAR/7/2005	no_public_match									False
A/MADAGASCAR/70071/2003		A	H3N2	2003.0		virus_only	7	0	A/MADAGASCAR/70071/2003	A/MADAGASCAR/70071/2003	A/MADAGASCAR/70071/2003	False			False				False					False		7	A/MADAGASCAR/70071/2003	no_public_match									False
A/MADAGASCAR/70074/2003		A	H3N2	2003.0		virus_only	8	0	A/MADAGASCAR/70074/2003	A/MADAGASCAR/70074/2003	A/MADAGASCAR/70074/2003	False			False				False					False		8	A/MADAGASCAR/70074/2003	no_public_match									False
